id,station_name,street_address,city,province,latitude,longitude,ev_network,ev_dc_fast_count,ev_level2_evse_num,ev_connector_types,groups_with_access_code,access_days_time,open_date
157687,Canadian Tire Corp,24270 Woodbine Ave,Keswick,Ontario,44.235817,-79.450984,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
157855,Ontario Charging Network LP-Canadian Tire,24270 Woodbine Ave,Keswick,Ontario,44.23598,-79.45037,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
213362,BMW Kingston,1412 Bath Road,Kingston,Ontario,44.23805787,-76.55257089,FLO,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-04-02
162998,KINGSTON VW CPE100,1670 Bath Rd,Kingston,Ontario,44.238125,-76.569503,ChargePoint Network,1,0.0,J1772COMBO,TEMPORARILY UNAVAILABLE (Public),24 hours daily,2020-06-12
88681,Transit: 4075 Kingston,660 Gardiner Road,Kingston,Ontario,44.245478,-76.567324,EV Connect,1,0.0,CHADEMO J1772COMBO,Public,Unknown,2017-06-01
211935,Ivy - ONroute Innisfil,6400 ON-400,Innisfil,Ontario,44.24608129,-79.67042023,IVY,4,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2022-03-15
227142,2440 Princess Street,2440 Princess Street,Kingston,Ontario,44.259,-76.558001,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2022-09-03
168153,Kingston Princess St. ( Canadian Tire),2560 Princess St.,KIngston,Ontario,44.26005,-76.56913,Electrify Canada,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-11-05
197684,Napanee,476 Centre St N,Napanee,Ontario,44.26005,-76.96489,FLO,2,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2021-10-13
203271,King's Crossing North - Tesla Supercharger,88 Dalton Ave,Kingston,Ontario,44.264946,-76.501804,Tesla,8,0.0,TESLA,Public - Credit card at all times,24 hours daily,2021-12-23
156663,Hydro One Inc,1037 Sydenham Rd,Kingston,Ontario,44.26725,-76.5447,Non-Networked,3,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
85163,King's Crossing Fashion Outlet Centre - Tesla Supercharger,97  Dalton Avenue,Kingston,Ontario,44.267279,-76.503377,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2015-02-01
83233,Petro-Canada,638 County Rd 41,Napanee,Ontario,44.268417,-76.967826,PETROCAN,2,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2016-06-15
158062,Mr. Gas,1141 County Rd 6,Odessa,Ontario,44.2799266,-76.7147294,Non-Networked,1,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
207857,Ivy - ONroute Napanee,1550 Simmons Rd,Odessa,Ontario,44.27994808,-76.80367202,IVY,4,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2022-03-07
216418,1189 Lansdowne Street West,1189 Lansdowne Street West,Peterborough,Ontario,44.280181,-78.350614,FLO,1,3.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2022-04-29
83232,Petro-Canada,1586 Centennial Dr,Kingston,Ontario,44.280454,-76.570333,PETROCAN,2,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2015-03-15
227727,Tim Hortons,1144 Lansdowne St W,Peterborough,Ontario,44.28103884,-78.34996558,IVY,4,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2022-09-13
156667,Ivy - Peterborough,1144 Lansdowne St W,Peterborough,Ontario,44.28107292,-78.35017839,IVY,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public - Credit card at all times),24 hours daily; Also accepts in-app payment,
165582,Lansdowne Place - Tesla Supercharger,645 Lansdowne Street West,Peterborough,Ontario,44.283163,-78.333186,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2020-08-10
207858,Ivy - ONroute Odessa,3745 Hwy 401,Odessa,Ontario,44.2836657,-76.65777726,IVY,4,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2022-03-07
129593,Peterborough - Lansdowne Mall,645 Lansdowne St,Peterborough,Ontario,44.283849,-78.331762,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
210205,Shell Canada Ltd,2098 Commerce Park Dr,Innisfil,Ontario,44.28615834,-79.67255666,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
223564,1053 Clonsilla Avenue,1053 Clonsilla Avenue,Peterborough,Ontario,44.290857,-78.34491,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2022-07-16
209349,Hydro One Inc,1550 North Simmons Road,North Odessa,Ontario,44.29948279,-76.74587912,Non-Networked,4,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
223637,Hydro One Inc.,1550 North Simmons Rd,North Odessa,Ontario,44.29948279,-76.74587912,Non-Networked,1,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
189160,Barrie South ( Canadian Tire),75 Maple view Drive W,Barrie,Ontario,44.33319,-79.69172,Electrify Canada,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-05-04
99194,Lindsay Recreation Complex,133 Adelaide St,Lindsay,Ontario,44.340826,-78.744536,SHELL_RECHARGE,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2018-06-14
85109,Park Place - Tesla Supercharger,100 Mapleview Drive East,Barrie,Ontario,44.341123,-79.678975,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2015-02-01
169664,ChargeLab - Hill Island,Highway 137 #839 Hill Island,Lansdowne,Ontario,44.34913344,-75.98540343,CHARGELAB,1,0.0,CHADEMO J1772COMBO,TEMPORARILY UNAVAILABLE (Public - Credit card at all times),24 hours daily,2019-09-09
84549,Tim Horton's,1527 Water St,Peterborough,Ontario,44.3508257,-78.3013815,Non-Networked,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2017-05-15
209369,Ontario Charging Network,201 Fairview Road,Barrie,Ontario,44.35197341,-79.68721515,Non-Networked,4,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
158045,Zehrs,11 Bryne Dr,Barrie,Ontario,44.3582547,-79.6949349,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
180420,BARRIE VW CPE100,60 Fairview Rd,Barrie,Ontario,44.359273,-79.692718,ChargePoint Network,1,0.0,J1772COMBO,TEMPORARILY UNAVAILABLE (Public),24 hours daily,2021-01-27
156671,Hydro One Inc,306 Tiffin St,Barrie,Ontario,44.374362,-79.712894,Non-Networked,3,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
129598,Peterborough - Norwood Foodland,4 County Rd 40 #40,Norwood,Ontario,44.382074,-77.980334,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
129599,Best Western Bridgewater,527 Highway 10,Cookville,Nova Scotia,44.400417,-64.539273,FLO,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
122314,SmartCentres Barrie North - Tesla Supercharger,450 Bayfield St,Barrie,Ontario,44.410803,-79.709357,Tesla,20,0.0,TESLA,Public,24 hours daily; for Tesla use only,2019-03-01
153619,Petro-Canada EV Fast Charger,175 Cundles Rd E,Barrie,Ontario,44.41103991,-79.68905791,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-01-01
154189,1 Georgian Drive,1 Georgian Drive,Barrie,Ontario,44.4145,-79.667596,FLO,1,4.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2020-02-29
99266,County of Simcoe - Stayner,212 Huron St,Stayner,Ontario,44.419607,-80.087289,SHELL_RECHARGE,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2018-06-14
88673,Tim Horton's,50 Ottawa St W,Havelock,Ontario,44.433386,-77.893121,Non-Networked,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2017-06-01
118055,County of Simcoe - Museum,1151 Highway 26,Minesing,Ontario,44.444431,-79.748559,SHELL_RECHARGE,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-02-16
208807,ChargerCrew Canada Inc,1224 Highway #21,Port Elgin,Ontario,44.451756,-81.377065,Non-Networked,1,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
157854,Ontario Charging Network LP Canadian Tire,75 45th St S,Wasaga Beach,Ontario,44.47175,-80.07383,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
158071,Real Canadian Superstore,25 45th St S,Wasaga Beach,Ontario,44.4730007,-80.073922,Non-Networked,1,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
209345,Hydro One Inc,678 Hwy 401 Westbound,Mallorytown,Ontario,44.48952963,-75.85499526,Non-Networked,4,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
223639,Hydro One Inc.,678 Hwy 401 Westbound,Mallorytown,Ontario,44.48952963,-75.85499526,Non-Networked,1,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
85129,Tim Horton's,501 Hume St,Collingwood,Ontario,44.499925,-80.196829,Non-Networked,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2017-05-15
202927,Pine Street Parking Lot,28 Second Street,Collingwood,Ontario,44.50072,-80.218219,FLO,2,4.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2021-12-22
158057,100 Pine Street Garage,101 Pine St,Collingwood,Ontario,44.5007687,-80.2169047,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
157829,Canadian Tire Corp,69 Balsam St,Collingwood,Ontario,44.50322,-80.23571,Non-Networked,3,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-01-01
201462,Collingwood,89 Balsam St,Collingwood,Ontario,44.50322,-80.23571,FLO,3,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2021-11-20
156684,Hydro One Inc,Highway 37 W,Kaladar,Ontario,44.505555,-77.321388,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
221869,Ivy - ONroute Mallorytown South,680 Highway 401,Mallorytown,Ontario,44.50591754,-75.83534089,IVY,8,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2022-06-10
209346,Hydro One Inc,680 Hwy 401 Eastbound,Mallorytown,Ontario,44.50676537,-75.81231009,Non-Networked,4,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
223638,Hydro One Inc.,680 Hwy 401 Eastbound,Mallorytown,Ontario,44.50676537,-75.81231009,Non-Networked,1,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
200548,Cranberry Mews - Tesla Supercharger,10 Keith Avenue,Collingwood,Ontario,44.508279,-80.238136,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2021-10-11
158059,Canadian Tire Corp,12329 County Rd,Morrisburg,Ontario,44.5430058,-75.7556691,Non-Networked,1,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
201282,Owen Sound Volkswagen,202391 ON-21,Owen Sound,Ontario,44.55809574,-80.97708356,ChargePoint Network,1,0.0,J1772COMBO,Public - Credit card at all times,24 hours daily,2021-11-04
231062,Transit: 12062 Owen Sound,857 2nd Avenue East,Owen Sound,Ontario,44.565258,-80.94233,EV Connect,1,0.0,CHADEMO J1772COMBO,TEMPORARILY UNAVAILABLE (Public),Unknown,2022-09-30
94473,Scotiabank,857 2nd Ave E,Owen Sound,Ontario,44.565289,-80.941981,Non-Networked,1,0.0,CHADEMO J1772COMBO,TEMPORARILY UNAVAILABLE (Public),24 hours daily,2017-08-01
156675,Ivy - Owen Sound,955 9th Ave E,Owen Sound,Ontario,44.56876185,-80.92724929,IVY,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-05-21
122317,SmartCentres Owen Sound - Tesla Supercharger,1555 18th Avenue East,Owen Sound,Ontario,44.574169,-80.912222,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2019-03-01
151976,Petro-Canada EV Fast Charger,325 Stewart Blvd,Brockville,Ontario,44.6006749,-75.7032006,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-12-01
167050,Brockville,2360 Parkedale Ave,Brockville,Ontario,44.60551,-75.69847,Electrify Canada,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-09-24
157864,Ontario Charging Network LP Home Depot,3225 Monarch Dr,Orillia,Ontario,44.60788,-79.45183,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
158063,Real Canadian Superstore,1972 Parkdale Ave,Brockville,Ontario,44.6140249,-75.6887651,Non-Networked,1,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
129604,Sobeys Digby,110 Warwick,Digby,Nova Scotia,44.6156803,-65.7656538,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
155361,Petro-Canada EV Fast Charger,231 Herring Cove Rd,Halifax,Nova Scotia,44.62123,-63.61785,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2020-03-01
197081,Orillia,1017 Brodie Drive,Orillia,Ontario,44.630791,-79.436327,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2021-10-02
201283,Privateers Harley-Davidson,74 Halifax Dr,Halifax,Nova Scotia,44.63857072,-63.67458124,ChargePoint Network,1,0.0,J1772COMBO,Public - Credit card at all times,24 hours daily,2021-11-04
129605,FLO - Atlantic Superstore,1075 Barrington Street,Halifax,Nova Scotia,44.638664,-63.56967,FLO,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
190385,O'Regan's Nissan Halifax,3461 Kempt Rd,Halifax,Nova Scotia,44.66239606,-63.61336204,FLO,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-05-29
130164,DCFC - Prescott,2881 Prescott Centre Dr,Prescott,Ontario,44.721559,-75.52285,Circuit électrique,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
85185,Tim Horton's,16815 Highway 12,Midland,Ontario,44.729823,-79.873715,Non-Networked,1,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2017-05-15
208809,ChargerCrew Canada Inc,579 Berford Street,Wiarton,Ontario,44.742768,-81.140554,Non-Networked,1,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
166239,County of Simcoe - Washago,8341 Simcoe County Rd 169,Washago,Ontario,44.752979,-79.338417,SHELL_RECHARGE,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-09-08
158060,Husky/Esso,2025 ON-44,Spencerville,Ontario,44.7600977,-75.4828015,Non-Networked,1,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
94475,Transit: 40782 Penetanguishene,135 Main Street,Penetanguishene,Ontario,44.766964,-79.931511,EV Connect,1,0.0,CHADEMO J1772COMBO,Public,Unknown,2017-08-01
156669,Hydro One Inc,2820 Quarry Rd,Waubaushene,Ontario,44.77996,-79.66809,Non-Networked,3,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
180467,GG TRAVEL PLAZA DC 1,35 Lone Pine Rd,Coldwater,Ontario,44.805886,-79.735155,ChargePoint Network,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-01-27
227726,Township Of Georgian Bay,99 Lone Pine Rd,Georgian Bay,Ontario,44.80774965,-79.73635988,IVY,4,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2022-09-13
94484,Transit: 20982 Smith Falls,92 Lombard St,Smith Falls,Ontario,44.893312,-76.029635,EV Connect,1,0.0,CHADEMO J1772COMBO,Public,Unknown,2017-08-01
165187,Ivy - Gravenhurst,155 Edward St,Gravenhurst,Ontario,44.90751417,-79.37009902,IVY,3,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily; Also accepts in-app payment,2020-07-07
85143,Tim Horton's,150 Talisman Dr,Gravenhurst,Ontario,44.908049,-79.368723,Non-Networked,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2017-05-15
165581,Perth Mews Shopping Centre - Tesla Supercharger,80 Dufferin St,Perth,Ontario,44.908464,-76.266222,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2020-08-10
156665,Hydro One Inc,99 Drummond St W,Perth,Ontario,44.9116641,-76.26088,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
149307,"Enfield, NS - Tesla Supercharger",6757 Highway 2,Enfield,Nova Scotia,44.926717,-63.536376,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2019-09-30
221868,Ivy - ONroute Morrisburg,754 ON-401,Morrisburg,Ontario,44.94459633,-75.12883286,IVY,3,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2022-06-10
209344,Hydro One Inc,764 Hwy 401 Westbound,Ingleside,Ontario,44.97165185,-75.0777894,Non-Networked,3,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
207859,Ivy - ONroute Ingleside,764 Highway 101 Westbound,Ingleside,Ontario,44.97176629,-75.08167068,IVY,2,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2022-03-07
129608,Sobeys Elmsdale,267 Route NS 214,Elmsdale,Nova Scotia,44.976079,-63.50715,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
156682,Hydro One Inc,1726 Winhara Rd,Gravenhurst,Ontario,44.9925,-79.30921,Non-Networked,3,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
170160,BRCC - Lacolle - Hôtel St-Bernard,115 Chemin Guay,Saint-Bernard-de-Lacolle,Quebec,45.0158,-73.4521,Circuit électrique,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-12-15
130166,DCFC - St-Hubert - Cornwall,705 Brookdale Avenue,Cornwall,Ontario,45.022218,-74.746758,Circuit électrique,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
130167,DCFC - Solacity - Kemptville,825 Van Buren St,Kemptville,Ontario,45.023078,-75.619535,Circuit électrique,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
130168,BRCC - Ville de Stanstead,14 Chemin de Fairfax,Stanstead,Quebec,45.023259,-72.086202,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-07-17
83919,Ramada Cornwall - Tesla Supercharger,805 Brookdale Avenue,Cornwall,Ontario,45.023716,-74.748123,Tesla,6,0.0,TESLA,Public,24 hours daily; for Tesla use only,2014-09-01
158061,Canadian Tire Corp,311 Ryans Well Dr,Kemptville,Ontario,45.0284392,-75.6340751,Non-Networked,1,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
191094,BRCC - Franklin - Hôtel de ville,1670 route 202,Franklin,Quebec,45.029,-73.9247,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-06-17
191004,Franklin Town Hall,1670 route 202,Franklin,Quebec,45.029054,-73.924294,Non-Networked,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-03-15
226552,Canadian Tire - Tesla Supercharger,311 Ryans Well Dr,Kemptville,Ontario,45.02923457,-75.63368639,Tesla,8,0.0,TESLA,Public - Credit card at all times,24 hours daily,2022-08-18
156664,Ivy - Kemptville,309 Colonnade Dr,Kemptville,Ontario,45.02957639,-75.63405486,IVY,2,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily; Also accepts in-app payment,2020-08-11
194175,Cornwall,201- 9th Street East,Cornwall,Ontario,45.03008,-74.73192,Electrify Canada,4,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-08-23
156662,Hydro One Inc,2900 Power Dam Dr,Cornwall,Ontario,45.0406749,-74.797032,Non-Networked,3,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
224185,Irving Oil - Tesla Supercharger,5477 Prospect Rd,New Minas,Nova Scotia,45.056877,-64.469561,Tesla,8,0.0,TESLA,Public - Credit card at all times,24 hours daily,2022-07-16
129612,Glooscap Ventures,45 Sweetgrass Road,Lockhartville,Nova Scotia,45.067338,-64.22108,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
129613,Fast Fuel Coldbrook,7203 Nova Scotia Trunk 1,Coldbrook,Nova Scotia,45.068139,-64.56513,FLO,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
158323,NB Power,24 Reed Ave,Saint Andrews,New Brunswick,45.0803574,-67.058838,Non-Networked,1,0.0,CHADEMO,Public,24 hours daily,2020-03-01
155475,NBP - St. Andrews,24 Reed Street,St. Andrews,New Brunswick,45.081287,-67.058379,eCharge Network,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2020-04-21
205093,BRCC - Venise-en-Québec - Marché Public,245 ave. Venise Ouest,Venise-en-Québec,Quebec,45.0837,-73.1506,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-01-20
200549,Canadian Tire - Tesla Supercharger,341 Hastings Street North,Bancroft,Ontario,45.084215,-77.861457,Tesla,8,0.0,TESLA,Public,24 hours daily; for Tesla use only,2021-10-11
154461,BRCC - Caisse Desjardins du Haut-Saint-Laurent CdS Huntingdon,"8, Rue Prince",Huntingdon,Quebec,45.0867564,-74.1744162,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-03-13
164811,Acadia Athletics Complex,550 Main Street,Wolfville,Nova Scotia,45.090833,-64.36925,FLO,1,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-08-02
196095,BRCC - Sutton - Stationnement Principale Nord,16 rue Principale Nord,Sutton,Quebec,45.1076,-72.615,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-09-18
210414,Tous les jours,"35, Principale Nord",Sutton,Quebec,45.10851659,-72.61720133,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
158202,IGA,35 Principale Nord,Sutton,Quebec,45.108661,-72.616755,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
165188,Ivy - Carleton Place,10418 ON-7,Carleton Place,Ontario,45.132451,-76.120819,IVY,2,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily; Also accepts in-app payment,2020-06-26
130186,BRCC - Ville de Coaticook,116 rue Wellington,Coaticook,Quebec,45.133125,-71.803409,Circuit électrique,2,2.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
217162,BRCC - Coaticook - Aréna - Laurence,"29, Rue Laurence",Coaticook,Quebec,45.133622,-71.800005,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2022-05-07
87670,Transit: 50146 Carleton Place,85 Bridge St,Carleton Place,Ontario,45.138936,-76.144094,EV Connect,1,0.0,CHADEMO J1772COMBO,Public,Unknown,2017-06-01
163506,Petro-Canada EV Fast Charger,81 Main St W,Stewiacke,Nova Scotia,45.139413,-63.360521,PETROCAN,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-06-01
130194,150 rue Tyler,150 rue Tyler,Ayer's Cliff,Quebec,45.168051,-72.038764,Circuit électrique,2,2.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
145729,NBP - IOL Lepreau Village Road,7386 Lepreau Village Road,Lepreau,New Brunswick,45.172731,-66.464529,eCharge Network,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2018-03-29
143942,BRCC - Napierville - Desjardins,373 rue Saint-Jacques,Napierville,Quebec,45.1878,-73.407,Circuit électrique,2,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-08-21
130195,779 boul. Jean-Jacques-Bertrand,779 boul. Jean-Jacques-Bertrand,Cowansville,Quebec,45.189518,-72.75244,Circuit électrique,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
155474,NBP - St. Stephen,22 Budd Avenue,St. Stephen,New Brunswick,45.193045,-67.274172,eCharge Network,1,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2020-04-21
167729,BRCC - Lac-Brôme - Shell,"1059, Chemin Knowlton",West Brome,Quebec,45.198435,-72.66359,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-10-23
220734,Ivy - ONroute Bainsville,22064 N Service Rd,Bainsville,Ontario,45.20261212,-74.36263766,IVY,4,0.0,CHADEMO J1772COMBO,Public - Credit card at all times,24 hours daily,2022-05-31
130202,BRCC - Aire de service  - Rivière-Beaudette,"100, Autoroute 20",Rivière-Beaudette,Quebec,45.212512,-74.338789,Circuit électrique,2,1.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2019-07-17
196085,BRCC - Rivière Beaudette - Principale,615 rue Principale,Rivière Beaudette,Quebec,45.219821,-74.32225,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2021-09-18
208808,ChargerCrew Canada Inc,7357 Highway 6,Tobermory,Ontario,45.248312,-81.659208,Non-Networked,1,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
210418,Tous les jours,"810, rue St-Paul",st-Rémi,Quebec,45.25747768,-73.60845632,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
158204,IGA,810 rue St-Paul,St-Remi,Quebec,45.257534,-73.608882,Non-Networked,2,0.0,CHADEMO J1772COMBO,PLANNED - not yet accessible (Public),Unknown,
231057,Transit: 90316 Russell,1116 Consession Street,Russell,Ontario,45.257657,-75.358871,EV Connect,1,0.0,CHADEMO J1772COMBO,TEMPORARILY UNAVAILABLE (Public),Unknown,2022-09-30
147485,BRCC - Saint-Rémi-Desjardins,810 Rue Notre Dame,Saint-Rémi,Quebec,45.26055894,-73.61842149,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-11-02
147386,BRCC - Valleyfield - Desjardins,120 Alexandre,Sallaberry-de-Valleyfield,Quebec,45.2647,-74.1349,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2019-10-30
213505,4149 Strandherd Dr,4149 Strandherd Dr,Ottawa,Ontario,45.265039,-75.778135,FLO,1,2.0,CHADEMO J1772 J1772COMBO,Public,24 hours daily,2022-04-06
98775,Ste-Marie Automobiles Ltée,540 rue Notre-Dame,St-Rémi,Quebec,45.265182,-73.611371,Non-Networked,1,0.0,CHADEMO,Public,8:30am-9pm M-Th; 8:30am-7pm F; For clients only,2016-04-20
165696,BRCC - Magog - Microbrasserie La Memphré,12 rue Merry Sud,Magog,Quebec,45.266092,-72.155401,Circuit électrique,2,0.0,CHADEMO J1772COMBO,Public,24 hours daily,2020-08-28
210413,Tous les jours,"1366, boul. Monseigneur-Langlois",Valleyfield,Quebec,45.26901774,-74.1311783,Non-Networked,2,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
208792,Baseload Power Corp,50 Market Place Avenue,Ottawa,Ontario,45.27005949,-75.74376665,Non-Networked,3,0.0,Unknown,PLANNED - not yet accessible (Public),Unknown,
162973,BORNES DC FAST CHARGER,3399 Boulevard Monseigneur-Langlois,Salaberry-de-Valleyfield,Quebec,45.272667,-74.097042,ChargePoint Network,1,0.0,J1772COMBO,Public,24 hours daily,2020-06-12
